allergens,product_name,fat_100g,energy_100g,sugars_100g,carbohydrates_100g,fiber_100g,proteins_100g,potassium_100g
,"P$$T..., Ranch Dressing",31.03,1297.0,6.9,6.9,0.0,0.0,
,Italian Dressing,11.29,607.0,6.45,9.68,0.0,0.0,
,Instant Oatmeal,7.14,1494.0,7.14,66.67,14.3,9.52,
,Sweet & Tangy Barbecue Sauce,0.0,791.0,37.84,43.24,0.0,0.0,
,Sweet Hickory Barbecue Sauce,0.0,791.0,37.84,43.24,0.0,0.0,
,Buttermilk Biscuits,15.25,1276.0,3.39,37.29,0.0,5.08,
,Homestyle Bread Dough,3.57,1197.0,3.57,55.36,1.8,7.14,
,nuts,,,,,,,
,"Peanuts With Sea Salt, Salt & Pepper",50.0,2389.0,3.57,14.29,7.1,25.0,
,Classic Trail Mix,33.33,2092.0,30.0,46.67,6.7,13.33,
,Images missing,42.86,1795.0,0.0,7.14,0.0,0.0,
,Party Pail Ice Cream,9.38,849.0,25.0,28.12,0.0,3.12,0.16399999999999998
,"Juice Cocktail, Grape, Cranberry",0.0,280.0,12.5,16.25,,0.0,
,"P$$T..., Snack Crackers, Delightfully Golden",13.33,2230.0,6.67,73.33,6.7,6.67,
,"Baked Cheese Bits, Original",23.33,2092.0,3.33,66.67,3.3,10.0,
,"Baked Oyster Crackers, Original",10.0,1674.0,0.0,73.33,6.7,6.67,
,Baked Oyster Crackers,10.0,1674.0,0.0,73.33,6.7,6.67,
,"Big Baked Cheese Bits, Original",16.67,2092.0,3.33,66.67,3.3,10.0,
,100% Apple Juice,0.0,197.0,11.0,11.67,,0.0,0.11
,"Juice Cocktail From Concentrate, Cranberry",0.0,222.0,12.33,13.67,,0.0,
,Juice Cocktail,0.0,280.0,12.33,16.0,,0.0,
,Brewed Soy Sauce,0.0,280.0,0.0,6.67,,13.33,
,Mayo Real Mayonnaise,78.57,2987.0,0.0,0.0,0.0,0.0,
,Real Mayonnaise,78.57,2987.0,0.0,0.0,0.0,0.0,
,"Toasted Marshmallow Hot Cocoa Made With Belgian Chocolate, Marshmallow",2.86,1552.0,74.29,82.86,2.9,11.43,
,"Hot Cocoa, Toasted Marshmallow",2.86,1552.0,74.29,82.86,2.9,11.43,
,Cheddar & Broccoli Flavored Rice & Sauce,2.21,1477.0,2.94,76.47,1.5,8.82,
,Chicken Flavored Rice / Sauce,2.31,1481.0,1.54,73.85,1.5,9.23,
,Spanish Rice & Sauce,0.75,1435.0,4.48,77.61,3.0,7.46,
,"P$$T..., Flavored Pasta & Sauce, Chicken",3.33,1464.0,1.67,73.33,5.0,13.33,
,"Psst..., Butter Pasta & Sauce",6.35,1594.0,1.59,71.43,1.6,12.7,
,Alfredo Pasta & Sauce,4.03,1552.0,3.23,72.58,1.6,12.9,
,"Psst..., Parmesan Pasta & Sauce",2.5,1602.0,3.33,75.0,1.7,13.33,
"WHEAT, SOYBEAN, WHEAT, GLUTEN, SOY, WHEAT, BARLEY, SOYBEAN, WHEAT, GLUTEN, SOY",Hamburger enriched buns,2.33,1170.0,6.98,51.2,2.33,9.3,
,Shredded Picante Cheese Blend,30.0,1674.0,,0.0,,20.0,
,Basil & Olive Oil Rubbed Asiago Cheese,32.14,1644.0,0.0,3.57,0.0,25.0,
,Ginger Zest Rubbed Italian Style Hard Cheese,35.71,1795.0,0.0,0.0,0.0,25.0,
,Imitation vanilla flavor,,,,,,,
,"Drink Mix, Peach Mango",0.0,1255.0,0.0,80.0,0.0,0.0,
,Original Hamburger Buns,3.85,1343.0,8.97,61.54,1.3,10.26,
,English Muffins,2.5,891.0,3.28,42.62,6.6,11.47,
,Sparkling Water Beverage,0.0,0.0,,0.0,,0.0,
,"Sparkling Water Beverage, Pineapple Coconut",0.0,0.0,,0.0,,0.0,
,Sparkling Water Beverage,0.0,0.0,,0.0,,0.0,
,"Juice, Apple",0.0,197.0,11.0,11.67,,0.0,0.11
,"Juice Cocktail, Cranberry",0.0,222.0,12.33,13.67,,0.0,
,"Juice Cocktail From Concentrate, Grape Cranberry",0.0,280.0,15.67,16.0,,0.0,
,Salad Toppers Roasted & Salted Sunflower Kernels,50.0,2615.0,0.0,25.0,12.5,25.0,
,Salad Toppers,50.0,2351.0,0.0,25.0,12.5,25.0,
,Pine Nuts,66.67,2791.0,0.0,11.11,0.0,11.11,
,"Sparking Water, Lemon Lime",0.0,0.0,,0.0,,0.0,
,"Sparkling Water Beverage, Mixed Berry",0.0,0.0,,0.0,,0.0,
,Sparkling Water Beverage,0.0,0.0,,0.0,,0.0,
,Creamy Greek Vinaigrette,33.33,1393.0,3.33,6.67,0.0,3.33,
,Sriracha Ranch,43.33,1812.0,6.67,10.0,0.0,3.33,
,"Sparkling Soda, Pink Lemonade",0.0,167.0,9.6,9.89,,0.0,
,"Sparkling Lemonade, Pink Lemonade",0.0,29.0,1.41,1.98,,0.0,
,"Lite Sparkling Beverage, Pink Lemonade",0.0,29.0,1.41,1.98,,0.0,
,Ice Cream,12.94,1084.0,25.88,32.94,0.0,4.71,
,"Sparkling Soda, Lemonade",0.0,159.0,9.17,9.58,0.0,0.0,
,Huile d'olive de Nice Jean Luc Spinelli,,,,,,,
,Light Sparkling Lemonade,0.0,29.0,1.41,1.98,,0.0,
,Lite Sparkling Lemonade,0.0,29.0,1.41,1.98,,0.0,
,Sparkling Lemonade,0.0,167.0,9.6,9.89,,0.0,
,Sparkling Lemonade,0.0,167.0,9.6,9.89,,0.0,
,Fajita With Lime Juice,2.94,494.0,11.76,17.65,,0.0,
,Deli Style Rye Bread With Caramel Seeds,3.57,1046.0,0.0,46.43,3.6,10.71,
,Steel Cut Oats,6.25,1569.0,2.5,67.5,10.0,12.5,
,"Barbeque Sauce, Mustard On My Mind",0.0,464.0,22.22,25.0,,0.0,
,Barbeque Sauces,0.0,812.0,38.89,44.44,,0.0,
,"King Soopers, Chocolate Cake",20.27,1695.0,36.49,55.41,1.4,4.05,
,Praline Pecans,28.57,2243.0,53.57,64.29,3.6,3.57,
,Thick & Chunky Mild Salsa,0.0,209.0,6.67,10.0,3.3,0.0,
,Thick & Chunky Medium Salsa,0.0,209.0,6.67,10.0,3.3,0.0,
,Thick & Chunky Salsa,0.0,209.0,6.67,10.0,3.3,0.0,
,Thick & Chunky Salsa,0.0,209.0,6.67,10.0,3.3,0.0,
,"Fred Meyer, Salsa, Thick & Chunky, Medium",0.0,209.0,6.67,10.0,3.3,0.0,
,"Squeezable Spread, Strawberry",0.0,1046.0,30.0,60.0,,0.0,
,Banana Toffee Crunch Trail Mix,26.67,2092.0,43.33,56.67,3.3,10.0,
,Trail Mix,36.67,2092.0,30.0,50.0,3.3,10.0,
,"Rolled Oatmeal, Summer Berry",5.22,1623.0,4.48,70.15,9.0,13.43,
,"Rolled Oatmeal, Cranberry Apple Walnut",9.59,1661.0,17.81,72.6,8.2,8.22,
,"Rolled Oatmeal, Moroccan Spice",6.82,1648.0,27.27,74.24,7.6,9.09,
,"Fred Meyer, Salsa, Thick & Chunky, Mild",0.0,209.0,6.67,10.0,3.3,0.0,
,"Ice Cream Sandwiches, Mint Chocolate Chips",9.52,1197.0,22.22,46.03,1.6,4.76,
,Tartar Sauce,33.33,1536.0,13.33,16.67,0.0,0.0,
,Sandwich Spread,30.0,1393.0,20.0,20.0,0.0,0.0,
,Horseradish Sauce,40.0,1674.0,0.0,20.0,0.0,0.0,
,Classic Whip Dressing,20.59,983.0,17.65,17.65,0.0,0.0,
,Salted Peanuts,30.59,2067.0,30.59,44.71,4.7,16.47,
,"Instant Oatmeal, Chocolate Chip",7.14,1674.0,31.43,71.43,8.6,8.57,
,Apple Strudel,13.97,1046.0,14.71,27.94,0.7,2.21,
,Sorbet,0.0,515.0,29.25,30.19,0.0,0.0,
,Mango Passion Fruit Sorbet Ice Cream,0.0,515.0,30.19,31.13,0.0,0.0,
,Cherry Strudel,13.97,1046.0,8.82,22.06,0.7,2.21,
,Gourmet Cinnamon Roll Maple,10.16,1536.0,25.0,61.72,1.6,7.03,
,Ice Cream,11.7,891.0,19.15,24.47,0.0,3.19,0.138
,Shichimi Togarashi Grinder,0.0,0.0,,0.0,,0.0,
,"Mountain Dairy, Half & Half Blend Of Milk & Cream",10.0,490.0,3.33,3.33,0.0,3.33,0.133
,"King Soopers, Peach Loaf Bread, Peach",22.22,1720.0,28.89,53.33,2.2,4.44,
,Fried Rice Seasoning Mix,0.0,1569.0,0.0,75.0,,0.0,
,Stir Fry Seasoning Mix,0.0,1393.0,0.0,66.67,,0.0,
,"P$$T..., Wheat Crackers",16.67,1954.0,6.67,73.33,6.7,6.67,
,Barbecue Sauce,0.0,582.0,16.67,33.33,,2.78,
,Tuscan Italian Dressing,22.58,1079.0,12.9,16.13,0.0,0.0,
,Tuscan Italian Dressing,22.58,1079.0,12.9,16.13,0.0,0.0,
,"Kc Style Barbecue Sauce, Original",0.0,615.0,32.35,35.29,,2.94,
,Seltzer Water,0.0,0.0,,0.0,,0.0,
,Seltzer Water,0.0,0.0,,0.0,,0.0,
,"Popcorn, Buffalo Ranch",28.57,2092.0,3.57,53.57,10.7,7.14,
,Popcorn Cheese,31.03,2163.0,3.45,48.28,6.9,10.34,
,Broccoli & Carrots,0.0,121.0,2.35,5.88,3.5,2.35,
,Broccoli & Cauliflower,0.0,121.0,1.18,4.71,2.4,2.35,
,Organic Broccoli Florets,0.0,121.0,0.0,4.71,3.5,3.53,
,Broccoli & Cauliflower,0.0,121.0,1.18,4.71,2.4,2.35,
,Vegetable Medley,0.0,121.0,2.35,5.88,2.4,2.35,
,Vegetable Medley,0.0,121.0,2.35,5.88,2.4,2.35,
,Fancy Snow Peas,0.0,172.0,3.53,7.06,2.4,2.35,
,Crrots & Sugar Snap Peas,0.0,146.0,4.71,8.24,2.4,1.18,
,Green Beans,0.0,121.0,3.53,7.06,2.4,2.35,
,Cauliflower Florets,0.0,100.0,2.35,4.71,2.4,2.35,
,"Fresh Selections, Broccoli Slaw",0.0,121.0,2.35,5.88,3.5,2.35,
,Seedless Raisins,0.0,1255.0,60.0,80.0,5.0,2.5,0.75
,"Psst..., Raisins",0.0,1255.0,60.0,80.0,5.0,2.5,0.75
,Vegetable Tray,0.0,121.0,3.53,5.88,2.4,1.18,
,"Roasted Almonds, Sea Salt",53.57,2690.0,3.57,17.86,10.7,21.43,0.7140000000000001
,Raw Almonds,50.0,2372.0,3.33,23.33,13.3,20.0,0.667
,Almond,50.0,2648.0,3.33,20.0,10.0,23.33,0.733
,"Truth, Blanched Almonds",50.0,2648.0,3.33,20.0,10.0,23.33,0.733
,Walnuts Halves & Pieces,66.67,2791.0,3.33,13.33,6.7,16.67,0.433
,Walnuts,66.67,2791.0,3.33,13.33,6.7,16.67,0.433
,Pecans Halves,73.33,2929.0,3.33,13.33,10.0,10.0,0.41700000000000004
,Pecans Pieces,73.33,2929.0,3.33,13.33,10.0,10.0,0.41700000000000004
,Roasted Cashews,50.0,2389.0,3.57,28.57,3.6,17.86,0.643
,"Popcorn, Butter",34.48,2310.0,6.9,51.72,10.3,6.9,
,Roasted Peanut,50.0,2389.0,3.57,17.86,7.1,25.0,0.679
,Chunky Blue Cheese,55.17,2163.0,3.45,3.45,0.0,3.45,
,"Truth, Dry Roasted Macadamia Nuts, Sea Salt",75.0,2987.0,3.57,14.29,7.1,7.14,0.35700000000000004
,Roasted Deluxe Mixed Nuts,57.14,2540.0,3.57,21.43,7.1,17.86,0.5710000000000001
,Dressing,55.17,2163.0,3.45,3.45,0.0,3.45,
,100% Juice Unfiltered Apple From Concentrate,0.0,192.0,11.25,11.25,0.0,0.0,
,"English Muffins, Cinnamon Raisin",0.82,1096.0,16.39,55.74,3.3,6.56,
,Multigrain Bread,4.0,1172.0,8.0,52.0,4.0,12.0,
,White Bread,4.0,1172.0,8.0,56.0,0.0,8.0,
,English Muffin Toasting Bread,2.0,1172.0,4.0,56.0,0.0,8.0,
,"English Muffins, Sour Dough",0.88,1029.0,1.75,47.37,1.8,7.02,
,White Hamburger Enriched Buns,1.16,778.0,4.65,44.19,9.3,9.3,
,Bakery 🍞,2.6,109.0,7.8,55.0,,7.8,
,Simple truth 100% whole grain rolled oats,2.5,628.0,1.0,27.0,,5.0,
,Greek Plain Nonfat Yogurt,0.0,418.0,,7.0,0.0,17.0,
,Blended Nonfat Greek Yogurt - Vanilla,0.22,295.0,4.41,8.82,3.97,9.7,
,Greek yogurt,2.35294117647059,295.0,4.11764705882353,4.11764705882353,,9.41176470588235,
,Good to Dough wheat bread,,,,,,,
,Low Cow Chocolate Peanut Butter Ice Cream,,,,,,,
,real bacon pieces,,,,,,,
,Brown & Serve Enriched Rolls,5.77,1289.0,7.69,53.85,0.0,7.69,
,Bacon & Ranch Redskin Potato Salad,10.0,657.0,1.43,14.29,0.7,2.86,
,Homestyle Mashed Potatoes,5.0,418.0,0.0,12.86,0.7,2.14,
,Macaroni And Cheese,6.8,669.0,2.4,18.0,0.8,6.8,
,Deviled Egg Potato Salad,13.57,837.0,4.29,15.71,1.4,2.86,
,"Cinnamon Danish, Cinnamon",16.07,1494.0,26.79,50.0,1.8,5.36,
,Cheese Danish,14.29,1494.0,30.36,51.79,1.8,5.36,
,Sliced Wheat Bread,,,,,,,
,Chocolate Enrobed Cake Donuts,28.99,1941.0,26.09,49.28,1.4,4.35,
,Cupcakes,22.67,1841.0,45.33,57.33,1.3,2.67,
,"Bakery Fresh Goodness, S'Mores Frosted Cookies",21.05,1870.0,44.74,65.79,2.6,2.63,
,Old Fashioned Stuffing Bread,2.0,1088.0,6.0,52.0,2.0,8.0,
,"Soup, Chicken Tortilla",1.43,222.0,2.04,6.12,0.8,3.67,
,Chicken & Rice Medley Soup,4.9,410.0,1.22,8.98,0.4,4.49,
,Organic Creamy Tomato Bisque,6.53,393.0,4.49,7.76,1.6,1.22,
,Angel Food Cake,0.0,1272.0,45.65,67.39,2.2,6.52,
,"Angel Food Cake, Sour Cream",0.0,1272.0,45.65,67.39,2.2,6.52,
,Baby Swiss Sliced Cheese,27.27,1523.0,,0.0,,27.27,
,Mozzarella Sliced Cheese,18.18,1142.0,0.0,0.0,0.0,27.27,
,Chicken Tortilla Soup,0.61,205.0,2.86,7.35,1.2,3.27,
,Pie,29.17,1745.0,24.17,36.67,1.7,5.0,
,Creamy Tomato Bisque,8.98,460.0,6.12,5.71,1.2,1.63,
,Old World Deli Sliced Pepperoni,42.86,1941.0,0.0,0.0,0.0,17.86,
,Deli Sliced Genoa Salami,32.14,1569.0,3.57,3.57,0.0,17.86,
,Classic Chicken Noodle Soup,0.61,188.0,0.82,6.12,0.4,3.27,
,multigrain artisan bread,,669.0,,,,,
,"Bakery Fresh Goodness, Banana Muffins, Banana",21.7,1778.0,26.42,50.94,0.9,6.6,
,"Bakery Fresh Goodness, Blueberry Muffins, Topped With Coarse Sugar",19.81,1778.0,33.02,56.6,0.9,4.72,
,Honey Raisin Bran Muffins,23.58,1854.0,29.25,53.77,2.8,4.72,
,Pecan roll coffeecake,,,,,,,
,Oven Roasted Turkey Breast,0.89,448.0,1.79,1.79,0.0,21.43,
,Hickory Smoked Turkey Breast,0.89,448.0,1.79,1.79,0.0,21.43,
,Gourmet Dip,14.29,749.0,1.79,3.57,0.0,8.93,
,Uncured Smoked Ham,3.57,448.0,1.79,1.79,0.0,21.43,
,Oven Roasted Chicken Breast,0.89,448.0,1.79,1.79,0.0,21.43,
,Top Round Beef,5.36,598.0,0.0,0.89,0.0,19.64,
,Old World Genoa Salami Deli Sliced,32.14,1569.0,3.57,3.57,0.0,17.86,
,"Soft Top Variety Cookie Tray, Chocolate-Chocolate Chip, Pumpkin Chocolate Chip, Cranberry Orange, Banana Walnut Chocolate Chip, Apple Cinnamon",20.0,1883.0,40.0,66.67,1.7,3.33,
,Soup,6.94,427.0,1.22,8.57,0.8,1.63,
,"Cookie, Chocolate Chip",25.0,2243.0,35.71,64.29,0.0,3.57,
,Sweet Tea Peach Upside Down Cake,9.6,1138.0,31.2,41.6,0.8,3.2,
,Upside Down Cake,17.12,1732.0,30.63,48.65,1.8,3.6,
,Old World Hard Salami Deli Sliced,35.71,1644.0,0.0,3.57,0.0,21.43,
,Cocktail Shrimp,0.88,406.0,2.65,3.54,0.0,18.58,
,Letters & Numbers Crackers,6.67,1674.0,23.33,80.0,3.3,6.67,
,Angel Food Cake Bar,0.0,1540.0,61.4,85.96,1.8,8.77,
,"8"" White Cake Decorated",23.53,1971.0,48.24,62.35,0.0,3.53,
,Simple truth oatmeal,4.90196,1641.0,,76.4706,7.843139999999999,9.80392,
,Chocolate Cupcake,23.4,2046.0,51.06,65.96,2.1,4.26,
,Peppercorn & Poppy Water Crisps,6.67,1674.0,0.0,80.0,6.7,6.67,
,Cinnamon Roll,8.2,1510.0,29.51,65.57,1.6,6.56,
,Apple Cinnamon Rolls,8.2,1577.0,31.15,68.85,1.6,6.56,
,8x8 White Confetti Cake W/White Icing,19.23,1715.0,37.18,53.85,0.0,3.85,
,Chocolate Sandwich Cookies,20.69,2021.0,51.72,75.86,3.4,3.45,
,Cranberry Pecan Tart,21.05,1615.0,21.05,49.12,1.8,3.51,
,"Graham Crackers, Chocolate Animal",13.79,1732.0,24.14,68.97,0.0,6.9,
,"Graham Stix, Cinnamon",16.07,1941.0,25.0,71.43,0.0,7.14,
,"Graham Stix, Honey",16.07,1941.0,25.0,71.43,0.0,7.14,
,Mint Twist Pretzels,2.38,1594.0,2.38,80.95,2.4,9.52,
,Reduced Fat Original Wheat Crisps,9.68,1753.0,9.68,74.19,6.5,12.9,
,Baked Wheat Crisps Multi-Grain Crackers,19.35,1891.0,6.45,70.97,9.7,9.68,
,"Baked Wheat Crisps Crackers, Original",22.58,2025.0,12.9,64.52,6.5,9.68,
,Uncured Pepperoni,39.29,1795.0,0.0,0.0,0.0,21.43,
,Uncured Hard Salami,32.14,1494.0,0.0,0.0,0.0,21.43,
,"Country Club Crackers, Original",15.0,2092.0,6.67,73.33,3.3,6.67,
,Saltines,,,,,,,
,Saltines Unsalted Crack-Arrrs,10.71,1795.0,0.0,71.43,7.1,7.14,
,Saltines Wheat Crack-Arrrs,7.14,1795.0,0.0,71.43,7.1,7.14,
,"Graham Crackers, Original",11.11,1858.0,18.52,74.07,3.7,7.41,
,Tortilla Chips,24.14,2163.0,0.0,65.52,6.9,6.9,
,Cheese & Garlic Croutons,14.29,1795.0,0.0,71.43,0.0,14.29,
,"Graham Crackers, Cinnamon",11.29,1753.0,25.81,77.42,3.2,6.45,
,Chocolate Brownies,23.33,1812.0,33.33,56.67,3.3,3.33,
,Whole Wheat Crisps,22.58,1891.0,9.68,61.29,9.7,9.68,
,Kroger mini twist pretzels ,3.33,1674.0,3.33,83.33,3.3,10.0,0.11699999999999999
,"Pretzel Haus, Stick Pretzels",3.33,1674.0,3.33,80.0,3.3,10.0,0.11699999999999999
,Chocolate Cake Cookies,0.0,1305.0,43.75,75.0,0.0,6.25,
,Puffed Cheese Curls,28.12,2222.0,9.38,59.38,3.1,6.25,
,Pork Rinds Chicharrones,35.71,2389.0,0.0,0.0,0.0,64.29,
,Pork Rinds,35.71,2389.0,0.0,0.0,0.0,57.14,
,"Pork Rinds Chicharrones, Hot 'N Spicy",32.14,2389.0,0.0,0.0,0.0,57.14,
,"Corn Chips, Original",32.14,2389.0,3.57,57.14,3.6,7.14,
,Rainbow Cake Cups,0.0,1858.0,0.0,88.89,0.0,0.0,
,Sugar Cones,0.0,1611.0,23.08,92.31,0.0,7.69,
,Waffle Cones,2.27,1711.0,22.73,86.36,0.0,4.55,
,Waffle Bowls,2.38,1594.0,23.81,85.71,0.0,4.76,
,Cake Cups,0.0,1858.0,0.0,88.89,0.0,0.0,
,Cake Cups,0.0,1858.0,0.0,88.89,0.0,0.0,
,"Sandwich Cracker, Cheddar Cheese",23.08,2038.0,7.69,58.97,2.6,7.69,
,"Sandwich Crackers, Peanut Butter & Cheese",28.21,2146.0,7.69,53.85,2.6,12.82,
,"Croutons, Seasoned Herb",14.29,1795.0,0.0,71.43,0.0,14.29,
,Croutons Caesar,14.29,1795.0,0.0,71.43,0.0,14.29,
,Herb pave,,881.0,,43.859649122807,1.7543859649122802,7.01754385964913,
,Multi Multigrain Loaf Bread,3.51,1029.0,0.0,43.86,3.5,8.77,
,"Corn Puff Poppers, Extreme Butter",34.38,2092.0,0.0,50.0,6.2,6.25,
,Classic Potato Chips,35.71,2243.0,0.0,53.57,3.6,7.14,1.286
,Wavy Classic Potato Chips,35.71,2243.0,0.0,53.57,3.6,7.14,
,Salted Popcorn,24.14,1732.0,0.0,62.07,13.8,6.9,
,Pecan Sweet Rolls,12.5,1494.0,25.0,57.14,3.6,3.57,
,Club Half Sub,7.5,908.0,0.83,20.42,1.2,15.83,
,Italian Style Half Sub,13.53,1054.0,2.26,19.92,0.8,13.53,
,Roasted Turkey & Colby Jack Half Sub,4.71,753.0,0.39,19.61,1.2,14.51,
,Black Forest Ham & Provolone Half Sub,5.65,812.0,2.02,20.16,1.2,14.11,
,Roast Beef & Cheddar Half Sub,6.67,870.0,1.18,18.82,0.8,16.86,
,All American Half Sub,12.41,1021.0,2.26,20.3,0.8,14.29,
,Roasted Turkey & Colby Jack Pinwheels,9.16,766.0,0.76,12.21,0.0,12.21,
,Ham & Provolone Pinwheels,9.92,799.0,1.53,12.21,0.0,12.21,
,Angus Roast Beef & Cheddar Pinwheels,11.45,895.0,0.76,11.45,0.0,14.5,
,Egg Salad On A Croissant,17.65,1096.0,3.74,17.11,0.5,9.63,
,Chicken Salad On A Croissant,13.37,1008.0,3.21,17.65,0.5,12.3,
,Turkey & Swiss On A Croissant,10.33,933.0,2.17,17.39,0.5,15.76,
,Honey Ham & Turkey Sliders,9.43,1000.0,6.29,23.9,0.6,15.72,
,Pesto Chicken & Mozzarella On Ciabatta,9.2,929.0,1.92,18.77,2.7,14.94,
,Garden Salad,5.47,285.0,1.93,4.18,1.3,1.29,
,Chef Salad,9.52,540.0,2.52,3.64,0.6,7.84,
,Chicken & Bacon Salad,9.97,644.0,1.89,5.12,0.5,11.32,
,Chef Side Salad,11.28,582.0,2.26,3.76,0.8,7.14,
,Chicken & Bacon Cobb Side Salad,11.36,674.0,1.83,4.4,0.7,10.62,
,Ranch Dip,10.62,481.0,2.65,6.19,1.8,1.77,
,Honey Ham & Swiss Cheese Pinwheel Tray,10.96,916.0,2.74,13.7,0.0,15.07,
,Black Forest Ham & Havarti On A Pretzel Roll,8.83,858.0,3.89,24.38,0.7,10.25,
,Chicken Pot Pie,12.5,895.0,1.21,18.15,0.8,6.45,
,Homestyle Mini Meatloaf,12.12,929.0,5.05,10.1,0.0,16.16,
,Grilled Salmon,3.45,431.0,0.0,0.86,0.0,18.1,
,Authentic Italian Lasagna,10.44,841.0,3.61,13.65,1.2,13.25,
,Traditional Macaroni & Cheese,9.38,787.0,1.88,18.12,0.6,8.75,
,Brussels Sprouts With Pancetta,5.45,381.0,3.64,9.09,1.8,3.64,
,Green Beans Almondine,4.71,343.0,2.35,7.06,2.4,1.18,
,Herb Roasted Potatoes,17.14,895.0,1.43,13.57,1.4,1.43,
,Baked Macaroni & Cheese,10.53,858.0,2.11,18.95,1.0,8.95,
,Traditional Macaroni & Cheese,8.9,782.0,1.84,18.4,0.9,8.59,
,Penne Pasta With A Hearty Meat Sauce,5.59,577.0,3.53,15.59,1.2,6.76,
,Italian Sausage Pasta,6.52,582.0,3.26,14.4,1.4,5.71,
,Tuna Salad,14.16,816.0,0.88,2.65,0.0,14.16,
,Coleslaw,7.02,477.0,10.53,13.16,1.8,1.75,
,Chicken Salad,13.27,854.0,1.77,3.54,0.0,15.93,
,Egg Salad,20.18,954.0,1.75,2.63,0.0,11.4,
,Macaroni Salad,12.14,837.0,2.14,18.57,1.4,3.57,
,Red Bliss Potato Salad,7.86,598.0,2.86,15.71,1.4,2.14,
,Mustard Potato Salad,10.71,715.0,3.57,17.14,1.4,1.43,
,Edamame Salad,2.35,393.0,7.06,15.29,3.5,5.88,
,Fiesta Slaw,3.16,310.0,7.37,10.53,1.0,1.05,
,Loaded Baked Potato Salad,20.0,1046.0,1.43,13.57,1.4,5.0,
,Citrus Beet Salad,5.45,418.0,9.09,11.82,1.8,1.82,
,Grilled Chicken Caesar Pasta Salad,15.93,1000.0,0.88,13.27,0.9,11.5,
,Summer Slaw,7.0,460.0,10.0,12.0,2.0,1.0,
,Rotini Pasta Salad,7.86,686.0,4.29,20.0,1.4,2.86,
,Honey Turkey & Cheddar Cheese Sliders,9.68,1000.0,5.81,23.23,0.6,15.48,
,Honey Ham & Swiss Cheese Sliders,9.68,1025.0,6.45,24.52,0.6,16.13,
,Sprouted Grain Artisan Bread,1.85,929.0,0.0,44.44,3.7,7.41,
,"King Soopers, City Market, Ancient Grain Artisan Bread",2.78,1008.0,0.0,42.59,3.7,7.41,
,"Loaf Cake, Cranberry, Walnut",15.56,1490.0,24.44,51.11,2.2,4.44,
,Pumpkin Loaf Cake,15.56,1582.0,24.44,51.11,2.2,6.67,
,"Loaf Cake, Apple Cinnamon",17.78,1582.0,26.67,51.11,0.0,4.44,
,"The Kroger Co, Brownie, Colossal",17.28,2117.0,59.26,86.42,2.5,4.94,
,"Fresh Bakery Goodness, Naan Tandoor Baked Original",7.0,1172.0,4.0,50.0,2.0,8.0,
,"Flatbread, Original",7.37,1013.0,1.05,51.58,12.6,6.32,
,Crunch Cake,16.67,1343.0,20.51,39.74,0.0,3.85,
,Bourbon Pecan Pie,20.0,1640.0,19.17,47.5,1.7,4.17,
,Creamstyle Assorted Cheesecake,22.34,1556.0,23.4,37.23,1.1,6.38,
,Cream Style Classic Cheesecake,19.72,1356.0,21.13,30.99,1.4,7.04,
,Strawberry Swirl Cheesecake,18.58,1481.0,24.78,38.94,0.9,5.31,
,Creamstyle Classic Cheesecake,21.24,1519.0,22.12,35.4,0.9,6.19,
,Glazed Sour Cream Cake Donut Holes,25.0,1941.0,35.71,57.14,0.0,3.57,
,Sour Cream Donuts,22.89,1866.0,20.48,56.63,0.0,4.82,
,Plain Cake Donuts,25.0,1941.0,17.86,53.57,0.0,7.14,
,"Glazed Cake Donuts, Blueberry",21.13,1828.0,33.8,54.93,1.4,4.23,
,"Tortilla Chips, Ranch",23.33,2092.0,3.33,63.33,6.7,6.67,
,"Tortilla Chips, Spicy Nacho Cheese",30.0,2230.0,3.33,56.67,3.3,6.67,
,Tortilla Chips,23.33,2092.0,3.33,63.33,6.7,6.67,
,Tortilla Chips,30.0,2230.0,3.33,56.67,3.3,6.67,
,Seafood Salad,30.0,1423.0,6.0,15.0,1.0,4.0,
,Chicken Salad,24.0,1255.0,4.0,8.0,1.0,14.0,
,Cauliflower Pearls,,,,,,,
,"Pudding Cake, Triple Berry",19.48,1632.0,32.47,50.65,1.3,3.9,
,"Pudding Cake, Cherry",20.78,1795.0,37.66,55.84,1.3,3.9,
,"Pudding Cake, Cranberry, Orange",19.48,1632.0,32.47,50.65,1.3,3.9,
,Mango Pudding Cake,19.48,1741.0,35.06,54.55,0.0,3.9,
,Almond Pudding Cake,22.08,1795.0,35.06,53.25,1.3,5.19,
,Blueberry Muffins,19.81,1778.0,33.02,56.6,0.9,4.72,
,Banana Nut Muffins,21.7,1778.0,26.42,50.94,0.9,6.6,
,Double Chocolate Muffins Topped With Chocolate Chip,24.53,1895.0,33.96,52.83,2.8,6.6,
,Muffins,20.75,1778.0,30.19,54.72,0.9,4.72,
,"Coffee Cake, Pumpkin Spice",14.0,1339.0,22.0,44.0,2.0,4.0,
,Fuego Colby Jack,36.36,1711.0,0.0,0.0,0.0,22.73,
,Garden Vegetable Medley Soup,0.61,172.0,3.67,7.76,1.2,0.82,
,Italian Sausage Kale And Tomato Soup,2.04,255.0,1.22,6.53,0.8,4.08,
